# Cubic data
# Format:
# id;level;life time;m.atk;attack count;reuse delay;attack probability;skillId-skillLvl;skillId-skillLvl;...

# Storm Cubic (dd)
8;15;900;2194;30;10;12;4166-16;
8;16;900;2235;30;10;12;4166-17;
8;17;900;2275;30;10;12;4166-18;

# Attractive Cubic (debuff)
9;1;900;434;300;8;50;5116-1;5115-1;5115-1;
9;2;900;919;300;8;50;5116-2;5115-2;5115-2;
9;3;900;1394;300;8;50;5116-3;5115-3;5115-3;
9;4;900;1975;300;8;50;5116-4;5115-4;5115-4;
# Attractive Cubic Enchant Power
9;5;900;1919;300;8;50;5116-5;5115-5;5115-5;
9;6;900;1967;300;8;50;5116-6;5115-6;5115-6;
9;7;900;2015;300;8;50;5116-7;5115-7;5115-7;
9;8;900;2061;300;8;50;5116-8;5115-8;5115-8;
9;9;900;2106;300;8;50;5116-9;5115-9;5115-9;
9;10;900;2151;300;8;50;5116-10;5115-10;5115-10;
9;11;900;2194;300;8;50;5116-11;5115-11;5115-11;
9;12;900;2235;300;8;50;5116-12;5115-12;5115-12;

# Smart Cubic (Eva's Templar) (cleanse, decrease p.atk and dot)
10;1;900;2106;50;10;30;5579-1;4053-8;4165-9;
# Smart Cubic (Shillien Templar) (cleanse, attack and hate)
11;1;900;2106;50;10;30;5579-1;4049-8;5115-4;

# Smart Cubic (Arcana Lord) (cleanse, heal and dot)
12;1;900;2106;50;13;30;5579-1;4051-1;4165-9;
# Smart Cubic (Elemental Master) (cleanse, attack and stun)
13;1;900;2106;50;13;30;5579-1;4049-8;4166-9;
# Smart Cubic (Spectral Master) (cleanse, attack and poison)
14;1;900;2106;50;13;30;5579-1;4049-8;4052-6;

